Title,video,sample,start,end,initial_code,action,difficulty_with_existing_speech_tools,tag_primary,tag_secondary,how_primary,how_secondary,location,intent,adjusted_start,adjusted_end,duration,true_duration,true_duration_unlabelled,estimated_duration,insights_and_notes
,,,11.10,11.10,,[zoom],,navigation,,,,,,34,34,0,<1 second,1,0.5,
,,,11.10,11.10,,[deselect],,selection,,,,,,34,34,0,<1 second,1,0.5,
,,,11.11,11.11,,[select] [design object] on [canvas] using [cursor],,selection,,,,,,35,35,0,<1 second,1,0.5,
,,,11.12,11.13,,[ungroup] [selected] using [cursor],,grouping,,,,,,36,37,1,<2 seconds,2,1.5,
,,,11.14,11.14,,[create] [autolayout],,grouping,,,,,,38,38,0,<1 second,1,0.5,
,,,11.15,11.15,,[zoom] to focus [selected],,navigation,,,,,,39,39,0,<1 second,1,0.5,
,,,11.15,11.15,align center,[click] [gui icon],,gui interaction,,,,,update autolayout property,39,39,0,<1 second,1,0.5,
,,,11.16,11.16,change autolayout width from hug to fixed width ,[expand] [gui menu] + [click] [gui icon],,gui interaction,,,,,update autolayout property,40,40,0,<1 second,1,0.5,
,,,11.17,11.17,update autolayout height from hug to fixed height,[expand] [gui menu] + [click] [gui icon],,gui interaction,,,,,update autolayout property,41,41,0,<1 second,1,0.5,
,,,11.18,11.18,,[update] [gui input] to [value],,resize design object,,,,,update design object size,42,42,0,<1 second,1,0.5,
,,,11.19,11.19,,[update] [gui input] to [value],,resize design object,,,,,update design object size,43,43,0,<1 second,1,0.5,
,,,11.20,11.20,,[deselect],,selection,,,,,,44,44,0,<1 second,1,0.5,
,,,11.20,11.20,,[select] [design object] on [canvas] using [cursor],,selection,,,,,,44,44,0,<1 second,1,0.5,
,,,11.20,11.21,,[drag] [design object] to [new position] using [cursor],,spatial positioning,,,,,,44,45,1,<2 seconds,2,1.5,
,,,11.21,11.21,zoom out,[zoom],,navigation,,,,,,45,45,0,<1 second,1,0.5,
,,,11.22,11.22,,[select] [design object] on [canvas] using [cursor],,selection,,,,,,46,46,0,<1 second,1,0.5,
,,,11.23,11.23,add autolayout to selected,[create] [autolayout],,create autolayout,,,,,,47,47,0,<1 second,1,0.5,
,,,11.23,11.23,pan to centre of selected,[pan] to focus [design object],,navigation,,,,,,47,47,0,<1 second,1,0.5,
,,,11.24,11.24,align centre for selected,[click] [gui icon],,gui interaction,,,,,update autolayout property,48,48,0,<1 second,1,0.5,
,,,11.24,11.25,change autolayout width from hug to fixed width ,[expand] [gui menu] + [click] [gui icon],,gui interaction,,,,,update autolayout property,48,49,1,<2 seconds,2,1.5,
,,,11.25,11.26,update autolayout height from hug to fixed height ,[expand] [gui menu] + [click] [gui icon],,gui interaction,,,,,update autolayout property,49,50,1,<2 seconds,2,1.5,
,,,11.27,11.27,update width to value,[click] [gui icon],,resize design object,,,,,update design object size,51,51,0,<1 second,1,0.5,
,,,11.27,11.28,update height to value,[click] [gui icon],,resize design object,,,,,update design object size,51,52,1,<2 seconds,2,1.5,
,,,11.29,11.29,drag,[mistake/redundant],,,,,,,,53,53,0,<1 second,1,0.5,
,,,11.30,11.31,drag [selected] to [new position] - uses alignment grids,[drag] [design object] to [new position] using [cursor] and [alignment grids],,spatial positioning,,,,,,54,55,1,<2 seconds,2,1.5,
,,,11.32,11.32,select [layer name],[select] [design object] on [canvas] using [cursor],,selection,,,,,,56,56,0,<1 second,1,0.5,
,,,11.33,11.33,align center for [selected],[click] [gui icon],,gui interaction,,,,,update autolayout property,57,57,0,<1 second,1,0.5,
,,,11.34,11.35,change autolayout width from hug to fixed width ,[expand] [gui menu] + [click] [gui icon],,gui interaction,,,,,update autolayout property,58,59,1,<2 seconds,2,1.5,
,,,11.35,11.35,update autolayout height from hug to fixed height ,[expand] [gui menu] + [click] [gui icon],,gui interaction,,,,,update autolayout property,59,59,0,<1 second,1,0.5,
,,,11.36,11.36,update width to value,[click] [gui icon],,gui interaction,,,,,update design object size,60,60,0,<1 second,1,0.5,
