Title,video,sample,start,end,initial_code,action,difficulty_with_existing_speech_tools,tag_primary,tag_secondary,how_primary,how_secondary,location,intent,adjusted_start,adjusted_end,duration,true_duration,true_duration_unlabelled,estimated_duration,insights_and_notes
,,,0.49,0.50,zoom out viewport so all elements are in frame,[zoom] to fit context in viewport,,navigation,,complex gesture,,,,39,40,1,<2 seconds,2,1.5,
,,,0.51,0.51,zoom in viewport to focus on image,[zoom] to focus [design object],,navigation,,complex gesture,,canvas,,41,41,0,<1 second,1,0.5,
,,,0.53,0.54,pan and adjust viewport to focus on 'desktop' frame,[pan] to focus [design object],,navigation,,complex gesture,,canvas,,43,44,1,<2 seconds,2,1.5,
,,,0.55,0.55,undo action,[undo],,undo,,keyboard,,,,45,45,0,<1 second,1,0.5,
,,,0.55,0.56,zoom to focus 'desktop' frame,[zoom] to focus [design object],,navigation,,complex gesture,,,,45,46,1,<2 seconds,2,1.5,
,,,0.58,0.58,select rectangle tool,[activate] [tool],,activate tool,,cursor,,gui,,48,48,0,<1 second,1,0.5,
,,,0.59,0.59,slight zoom,[zoom],,navigation,,gesture,,,,49,49,0,<1 second,1,0.5,
,,,0.59,1.01,drag and drop a rectangle from the top lefthand corner of the 'desktop' frame to around two thirds of the height of the 'desktop' frame and one quarter the width of the 'desktop' frame,[drag] [design object] to [new position] using [cursor],,spatial positioning,,cursor,,canvas,,49,51,2,<3 seconds,3,2.5,
,,,1.02,1.02,zoom out to focus 'desktop' frame,[zoom] to focus [design object],,navigation,,complex gesture,,,,52,52,0,<1 second,1,0.5,
,,,1.03,1.03,drag rectangle width to match 'desktop' frame width,[drag] [design object] to [resize] using [reference object],,resize design object,,cursor,,canvas,,53,53,0,<1 second,1,0.5,
,,,1.05,1.05,double click rectangle,[select] [design object] on [canvas] using [cursor],,selection,,cursor,,canvas,,55,55,0,<1 second,1,0.5,
,,,1.06,1.09,drag position of BR rectangle handle to ~two fifths of current height,[drag] [design object] to [resize] using [reference object],,resize design object,,cursor,,canvas,,56,59,3,<4 seconds,4,3.5,
,,,1.12,1.12,deselect 'rectangle 1',[deselect],,selection,,keyboard,,,,62,62,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
,,,,,,,,,,,,,,-10,-10,0,<1 second,1,0.5,
